dataset,origin,Random,Saliency,GuidedBackprop,GI,DeepLift,DeepLiftShap,attn,rollout,EXITT
UMD,0.9652777777777778,0.9513888888888888,0.9236111111111112,0.9861111111111112,0.7986111111111112,0.7083333333333334,0.7083333333333334,0.6666666666666666,0.6111111111111112,0.6180555555555556
Wine,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5
WordSynonyms,0.5579937304075235,0.5266457680250783,0.2899686520376175,0.4827586206896552,0.1974921630094044,0.1865203761755486,0.1865203761755486,0.2884012539184953,0.3103448275862069,0.0971786833855799
Worms,0.4935064935064935,0.5064935064935064,0.4155844155844156,0.4155844155844156,0.1948051948051948,0.1948051948051948,0.1948051948051948,0.4025974025974026,0.4415584415584415,0.2337662337662337
ArticularyWordRecognition,0.9133333333333332,0.88,0.4733333333333333,0.6066666666666667,0.1566666666666666,0.1466666666666666,0.1466666666666666,0.8666666666666667,0.8933333333333333,0.0766666666666666
BasicMotions,0.95,0.95,0.975,0.95,0.7,0.625,0.625,0.95,0.975,0.7
CharacterTrajectories,0.9658774373259053,0.7513927576601671,0.9025069637883008,0.7945682451253482,0.5396935933147632,0.5626740947075209,0.5626740947075209,0.964484679665738,0.963091922005571,0.5006963788300836
Cricket,0.9583333333333334,0.8888888888888888,0.2777777777777778,0.75,0.4305555555555556,0.2361111111111111,0.2361111111111111,0.9027777777777778,0.9583333333333334,0.1944444444444444
Epilepsy,0.9057971014492754,0.8913043478260869,0.7391304347826086,0.8260869565217391,0.5072463768115942,0.5072463768115942,0.5072463768115942,0.8623188405797102,0.855072463768116,0.4855072463768116
ERing,0.8888888888888888,0.8296296296296296,0.3333333333333333,0.7592592592592593,0.4259259259259259,0.3296296296296296,0.3296296296296296,0.7962962962962963,0.825925925925926,0.2111111111111111
FaceDetection,0.5709421112372304,0.5754824063564131,0.5624290578887627,0.5314982973893303,0.0,0.0,0.0,0.5720771850170261,0.5729284903518729,0.0
